api_hash,user_name,file_token,service,summary_code,summary_status,summary_desc,http_code,procesoConvenioGuid,convenio,documento,img_size_near_img_width,img_size_near_img_height,img_size_far_img_width,img_size_far_img_height,image_quality_near_img,image_quality_far_img,same_image_quality,aspect_ratio_near_img,aspect_ratio_far_img,same_aspect_ratio,score_liqe_near_img,score_liqe_far_img,score_topiq_near_img,score_topiq_far_img,score_sharpness_classic_metrics_near_img,score_sharpness_classic_metrics_far_img,score_colorfulness_classic_metrics_near_img,score_colorfulness_classic_metrics_far_img,score_contrast_classic_metrics_near_img,score_contrast_classic_metrics_far_img,score_brightness_classic_metrics_near_img,score_brightness_classic_metrics_far_img,score_blur_score_classic_metrics_near_img,score_blur_score_classic_metrics_far_img,score_svd_score_classic_metrics_near_img,score_svd_score_classic_metrics_far_img,prob_as_35_selfies_near_img,prob_as_35_selfies_far_img,prob_ibeta2_crops_near_img,prob_ibeta2_crops_far_img,prob_ibeta2_full_near_img,prob_ibeta2_full_far_img,prob_ibeta2_clip_near_img,prob_ibeta2_clip_far_img,prob_as_heuristics_near_img,prob_as_heuristics_far_img,date,date_year,date_month,date_day,date_day_off_week,date_hour,date_minute,total_time_ms_accessory_detector,total_time_ms_face_detector,total_time_ms_liqe,total_time_ms_topiq,total_time_ms_classic_metrics,total_time_ms_as_35_selfies,total_time_ms_ibeta2_crops,total_time_ms_ibeta2_full,total_time_ms_ibeta2_clip,total_time_ms_geometry_check,total_time_ms_all_mircroservices,total_time_ms_other_mircroservices,total_time_ms
02bc5e7,user_name_1,-HdVHADDWQ,main,406,error,non-frontal,200,procesoConvenioGuid_11,convenio_1,documento_8,414,1152,414,1152,SD,SD,True,PORTRAIT,PORTRAIT,True,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2025-01-08 23:04:13.864868-05:00,2025,January,8,Wednesday,23,4,88.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,520.0,653
02bc5e7,user_name_1,lEJCWOgr_g,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_12,convenio_1,documento_5,736,648,736,648,SD,SD,True,LANDSCAPE,LANDSCAPE,True,2.7522,1.8099,0.5466,0.4817,0.2857143,0.2191679,29.64754,28.836044,31.04028,32.25176,0.20311335,0.22192268,0.45139897,0.52028394,0.6431398,0.72302574,0.99763566,0.9968428,1.0,1.0,1.0,1.0,0.99125004,0.9990846,0.9998287,0.99983823,2025-01-08 23:15:09.096266-05:00,2025,January,8,Wednesday,23,15,81.0,91.0,80.0,290.0,150.0,221.0,207.0,197.0,34.0,7.0,1358.0,254.0,1612
02bc5e7,user_name_1,6_x2d5s1Kg,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_13,convenio_1,documento_2,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,3.1092,3.3488,0.5972,0.5807,0.6119678,0.41922846,34.07608,33.932583,55.217224,53.64904,0.43549746,0.44073224,0.46763113,0.48041132,0.6940022,0.70069975,0.99995834,0.9998752,1.0,1.0,1.0,1.0,0.9999167,0.9999405,0.9998392,0.9998392,2025-01-08 23:24:30.672425-05:00,2025,January,8,Wednesday,23,24,68.0,91.0,143.0,322.0,214.0,114.0,171.0,170.0,42.0,6.0,1341.0,330.0,1671
02bc5e7,user_name_1,SvnwbGUQqQ,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_14,convenio_1,documento_9,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,4.1819,2.494,0.6313,0.4884,0.6040701,0.51817024,38.78061,37.816902,57.34237,51.999474,0.447667,0.41459322,0.4193835,0.47296834,0.70387685,0.7435328,0.99999565,0.9999212,0.99999774,0.9999261,1.0,1.0,0.999742,0.99870825,0.999839,0.99983764,2025-01-09 09:14:02.492077-05:00,2025,January,9,Thursday,9,14,66.0,112.0,109.0,332.0,209.0,162.0,133.0,117.0,61.0,7.0,1308.0,386.0,1694
02bc5e7,user_name_1,EVPzIj6FUQ,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_15,convenio_1,documento_10,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,2.7267,1.4885,0.5765,0.4335,0.5687479,0.59069765,44.040627,43.327457,40.074894,43.1173,0.31762397,0.3492855,0.4157817,0.44800496,0.7056703,0.7646526,0.99998045,0.9999589,0.9999993,0.99999154,0.999998,0.9999999,0.99999213,0.9999925,0.9998393,0.9998393,2025-01-09 09:30:39.742948-05:00,2025,January,9,Thursday,9,30,67.0,97.0,243.0,437.0,357.0,155.0,170.0,181.0,70.0,6.0,1783.0,99.0,1882
02bc5e7,user_name_1,dLhnAQS4KQ,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_16,convenio_1,documento_11,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,4.5039,3.7172,0.6286,0.5317,0.28514493,0.2017729,45.356594,44.768623,57.01638,57.896393,0.4181926,0.43985587,0.50626546,0.53365535,0.74620694,0.7828539,0.9933934,0.9997646,0.99999964,0.9999994,0.9999999,1.0,0.9772107,0.991385,0.9998102,0.9998288,2025-01-09 09:38:40.788449-05:00,2025,January,9,Thursday,9,38,66.0,90.0,141.0,342.0,195.0,114.0,134.0,90.0,31.0,6.0,1209.0,407.0,1616
02bc5e7,user_name_1,VJbtJMu70A,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_17,convenio_1,documento_12,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,2.7793,3.2464,0.5757,0.5611,0.36976197,0.376157,54.051006,54.542667,59.996048,59.633076,0.53730446,0.5281019,0.5066818,0.48996374,0.793842,0.78606766,0.9971168,0.9997662,1.0,0.99999976,1.0,1.0,0.98621166,0.99336857,0.9998222,0.9998314,2025-01-09 09:43:51.529326-05:00,2025,January,9,Thursday,9,43,66.0,90.0,220.0,387.0,260.0,119.0,109.0,112.0,30.0,6.0,1399.0,328.0,1727
02bc5e7,user_name_1,OtEdQlvybw,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_18,convenio_1,documento_13,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,3.2199,4.298,0.5002,0.5514,0.4983127,0.5559211,43.584396,44.373863,59.088905,57.406757,0.44052845,0.43764594,0.35739028,0.35506734,0.6414183,0.6365505,0.99996585,0.9999606,0.99989796,0.9999316,0.9999949,0.9999893,0.8777653,0.96785164,0.9996077,0.9997966,2025-01-09 09:48:17.901916-05:00,2025,January,9,Thursday,9,48,66.0,90.0,96.0,294.0,185.0,150.0,144.0,89.0,41.0,14.0,1169.0,438.0,1607
02bc5e7,user_name_1,XKCFyerrzQ,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_19,convenio_1,documento_14,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,4.9956,4.9785,0.7703,0.5931,0.61243844,0.5535955,57.43783,59.170586,57.422905,57.6652,0.46207422,0.46192813,0.32715675,0.34696278,0.62138075,0.6487174,0.9999939,0.9999914,0.9999969,0.99999976,1.0,1.0,0.9983417,0.99844897,0.99983734,0.99983746,2025-01-09 09:55:51.093599-05:00,2025,January,9,Thursday,9,55,67.0,92.0,240.0,464.0,364.0,171.0,151.0,185.0,43.0,7.0,1784.0,72.0,1856
02bc5e7,user_name_1,a6WIl835fA,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_21,convenio_1,documento_16,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,3.2401,3.6224,0.71,0.6087,0.6336984,0.5434381,33.9242,33.414345,56.13092,55.7367,0.42536622,0.43197075,0.4216321,0.4648989,0.68085676,0.71564823,0.99999815,0.9999992,1.0,1.0,1.0,1.0,0.9999707,0.99994946,0.99983925,0.9998392,2025-01-09 09:59:09.434678-05:00,2025,January,9,Thursday,9,59,66.0,90.0,103.0,290.0,247.0,105.0,95.0,109.0,29.0,35.0,1169.0,317.0,1486
02bc5e7,user_name_1,s9nyxhpMWA,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_20,convenio_1,documento_15,736,648,736,648,SD,SD,True,LANDSCAPE,LANDSCAPE,True,1.1536,1.1258,0.3955,0.354,0.4065521,0.2979719,23.266674,23.148485,42.768757,39.903774,0.29135823,0.2794163,0.5052265,0.53325915,0.7934302,0.799071,0.9999518,0.9999378,0.9997944,0.99991727,0.9947589,0.9996351,0.9997017,0.99903417,0.9998337,0.9998377,2025-01-09 10:00:48.093893-05:00,2025,January,9,Thursday,10,0,84.0,93.0,221.0,391.0,204.0,194.0,174.0,178.0,30.0,5.0,1574.0,239.0,1813
02bc5e7,user_name_1,Y1c_KX3_zg,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_22,convenio_1,documento_17,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,4.9163,1.9373,0.6929,0.5297,0.6594531,0.54322726,36.264835,35.199142,46.717506,45.13294,0.42074183,0.39719698,0.39611894,0.5224886,0.68277085,0.74220186,0.9999996,0.99999976,1.0,0.9999999,1.0,1.0,0.9996774,0.99932826,0.99983895,0.9998385,2025-01-09 10:01:09.960035-05:00,2025,January,9,Thursday,10,1,68.0,94.0,278.0,502.0,299.0,168.0,168.0,151.0,46.0,5.0,1779.0,87.0,1866
02bc5e7,user_name_1,7BPJN1-V6g,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_23,convenio_1,documento_18,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,4.4894,4.6676,0.6245,0.6305,0.66505694,0.64285713,41.599747,41.722454,43.77048,42.51037,0.34267902,0.33265463,0.45496064,0.4256721,0.7052319,0.70583737,0.99998164,0.99995303,0.9999968,0.9999974,0.99999964,0.99999845,0.9999659,0.9999162,0.99983925,0.9998392,2025-01-09 10:06:14.575464-05:00,2025,January,9,Thursday,10,6,68.0,92.0,224.0,321.0,158.0,83.0,144.0,102.0,36.0,6.0,1234.0,535.0,1769
02bc5e7,user_name_1,ktMxq3My3g,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_24,convenio_1,documento_19,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,3.5197,2.8849,0.639,0.5813,0.47328246,0.46819338,35.932045,32.159454,42.874027,43.089035,0.35599634,0.36897355,0.4085072,0.42077306,0.7743001,0.7957992,0.99999964,0.9999998,1.0,1.0,1.0,1.0,0.9999207,0.9999937,0.9998392,0.9998392,2025-01-09 10:10:22.188331-05:00,2025,January,9,Thursday,10,10,66.0,90.0,178.0,380.0,194.0,92.0,71.0,98.0,30.0,7.0,1206.0,327.0,1533
02bc5e7,user_name_1,tnlNgbYfEQ,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_25,convenio_1,documento_20,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,3.3912,3.6924,0.6899,0.6627,0.58331186,0.5360731,25.370539,26.154322,49.358917,50.475758,0.36447647,0.39913544,0.44894078,0.4455576,0.6949773,0.71605283,0.9999979,0.99999726,1.0,1.0,1.0,1.0,0.9995466,0.99990785,0.99983877,0.9998392,2025-01-09 10:11:54.575890-05:00,2025,January,9,Thursday,10,11,68.0,92.0,244.0,442.0,409.0,140.0,166.0,114.0,39.0,6.0,1720.0,103.0,1823
02bc5e7,user_name_1,7cO5ex7GRA,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_26,convenio_1,documento_21,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,4.4038,4.7484,0.7504,0.7168,0.6033578,0.54939294,50.448826,48.133327,50.81695,52.303696,0.36201498,0.37133434,0.43397772,0.45228633,0.6748909,0.6844726,0.9999998,0.9999997,0.9999974,1.0,1.0,1.0,0.98968935,0.97016114,0.9998268,0.9998002,2025-01-09 10:16:35.124174-05:00,2025,January,9,Thursday,10,16,67.0,91.0,226.0,437.0,375.0,174.0,136.0,127.0,26.0,18.0,1677.0,225.0,1902
02bc5e7,user_name_1,Axg-6DFaIg,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_27,convenio_1,documento_22,576,1280,576,1280,SD,SD,True,PORTRAIT,PORTRAIT,True,4.0328,3.6622,0.5527,0.4949,0.5371033,0.65242016,38.456654,38.777756,61.0868,60.75214,0.4471797,0.44104478,0.38201213,0.36295658,0.6147146,0.6075322,0.9999904,0.99992174,0.9999833,0.99999416,0.9998846,0.999686,0.9929999,0.99605536,0.9998307,0.99983424,2025-01-09 10:25:51.246813-05:00,2025,January,9,Thursday,10,25,57.0,97.0,212.0,518.0,257.0,225.0,214.0,193.0,65.0,17.0,1855.0,125.0,1980
02bc5e7,user_name_1,5ITyX1a-Ig,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_28,convenio_1,documento_15,736,648,736,648,SD,SD,True,LANDSCAPE,LANDSCAPE,True,1.0666,1.0707,0.3605,0.3865,0.41484717,0.38357142,21.471144,21.888535,38.70344,38.67395,0.26076978,0.26608664,0.5093421,0.5054342,0.79328966,0.7914175,0.99996775,0.9999896,0.9999993,0.999966,0.9999919,0.99981016,0.9995352,0.99808276,0.9998387,0.9998368,2025-01-09 10:33:15.544252-05:00,2025,January,9,Thursday,10,33,82.0,90.0,145.0,379.0,207.0,122.0,114.0,140.0,34.0,5.0,1318.0,338.0,1656
02bc5e7,user_name_1,bEY8BpRzWQ,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_30,convenio_1,documento_24,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,2.9689,4.9926,0.5632,0.7146,0.33367822,0.6108442,51.64651,50.552788,51.983257,52.85251,0.48702028,0.4518509,0.47691503,0.38697866,0.7471257,0.6872985,0.99999577,0.99999434,0.9999995,0.99999964,0.9999937,0.9997216,0.99978846,0.9984906,0.999839,0.9998373,2025-01-09 10:47:20.781474-05:00,2025,January,9,Thursday,10,47,66.0,90.0,154.0,401.0,169.0,160.0,161.0,158.0,52.0,7.0,1418.0,292.0,1710
02bc5e7,user_name_1,qd35g1Zqpg,main,406,error,non-frontal,200,procesoConvenioGuid_29,convenio_1,documento_23,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2025-01-09 10:48:24.250486-05:00,2025,January,9,Thursday,10,48,67.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,349.0,529
02bc5e7,user_name_1,__ypvAhM2w,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_31,convenio_1,documento_25,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,4.9638,4.8217,0.6893,0.6264,0.39530516,0.31761518,43.13645,42.25584,47.272923,46.76906,0.36006477,0.35429263,0.43509337,0.45345926,0.6940501,0.7231322,0.9999969,0.99997467,1.0,1.0,1.0,1.0,0.995693,0.99441105,0.9998342,0.9998325,2025-01-09 10:48:54.951720-05:00,2025,January,9,Thursday,10,48,65.0,89.0,197.0,362.0,234.0,79.0,124.0,118.0,17.0,7.0,1292.0,236.0,1528
02bc5e7,user_name_1,_ziMcV7iaw,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_32,convenio_1,documento_26,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,3.868,1.0411,0.7956,0.453,0.5363956,0.23161034,39.443745,36.677753,61.843872,56.79256,0.45431083,0.4291486,0.44288796,0.585212,0.6737949,0.7695649,0.99999994,0.9999991,1.0,0.99999976,1.0,1.0,0.99997294,0.9934494,0.99983925,0.99983144,2025-01-09 10:53:49.551803-05:00,2025,January,9,Thursday,10,53,66.0,89.0,162.0,339.0,217.0,158.0,153.0,112.0,47.0,10.0,1353.0,394.0,1747
02bc5e7,user_name_1,lqciZBToqw,main,202,error,hand,200,procesoConvenioGuid_33,convenio_1,documento_27,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2025-01-09 11:00:13.422096-05:00,2025,January,9,Thursday,11,0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,517.0,653
02bc5e7,user_name_1,0gAHIjq7uw,main,3002,error,geometry fail,200,procesoConvenioGuid_34,convenio_1,documento_28,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,4.9457,4.9018,0.723,0.6983,0.5824111,0.4976833,40.736954,40.8933,53.768044,53.364235,0.35626835,0.35912347,0.39282337,0.40442556,0.606438,0.64358574,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2025-01-09 11:01:54.260791-05:00,2025,January,9,Thursday,11,1,67.0,92.0,366.0,454.0,410.0,0.0,0.0,0.0,0.0,43.0,1432.0,-160.0,1272
02bc5e7,user_name_1,XsWqKY37-w,main,302,error,blur/haze,200,procesoConvenioGuid_35,convenio_1,documento_29,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,1.0019,-2.0,0.352,-2.0,0.32931507,-2.0,43.87961,-2.0,61.074776,-2.0,0.48014158,-2.0,0.6755154,-2.0,0.84389186,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2025-01-09 11:02:00.806343-05:00,2025,January,9,Thursday,11,2,66.0,89.0,125.0,225.0,231.0,0.0,0.0,0.0,0.0,0.0,736.0,30.0,766
02bc5e7,user_name_1,1T4Wj7nbKg,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_36,convenio_1,documento_30,576,1280,576,1280,SD,SD,True,PORTRAIT,PORTRAIT,True,4.523,4.2865,0.6381,0.588,0.54994464,0.4570637,43.82783,40.802864,52.284283,54.40783,0.3515652,0.36211348,0.3844542,0.41322938,0.5778846,0.61036056,0.9999538,0.9999834,1.0,1.0,1.0,1.0,0.99999034,0.99976784,0.99983925,0.99983907,2025-01-09 11:10:32.211786-05:00,2025,January,9,Thursday,11,10,54.0,93.0,224.0,502.0,287.0,185.0,165.0,109.0,43.0,33.0,1695.0,254.0,1949
02bc5e7,user_name_1,BTtTS4nO3A,main,1400,ok,antispoofing OK,200,procesoConvenioGuid_37,convenio_1,documento_31,590,896,590,896,SD,SD,True,PORTRAIT,PORTRAIT,True,4.9236,3.8556,0.6459,0.5797,0.4039653,0.2944,53.370422,54.040375,57.754288,58.559273,0.47658908,0.4881464,0.4668207,0.4908425,0.77485174,0.8013202,0.9999993,0.99999183,1.0,1.0,0.99999964,0.9999982,0.99884063,0.9999068,0.99983793,0.9998391,2025-01-09 11:15:12.009967-05:00,2025,January,9,Thursday,11,15,66.0,112.0,150.0,381.0,156.0,188.0,162.0,172.0,23.0,7.0,1417.0,272.0,1689
02bc5e7,user_name_1,D4K4kBom9A,main,302,error,blur/haze,200,procesoConvenioGuid_38,convenio_1,documento_32,736,648,736,648,SD,SD,True,LANDSCAPE,LANDSCAPE,True,2.557,1.8479,0.613,0.5606,0.17580505,0.15432099,30.936949,31.138395,66.81819,65.60332,0.36513123,0.36774993,0.5765526,0.57576346,0.7963793,0.81293255,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2025-01-09 11:22:55.692048-05:00,2025,January,9,Thursday,11,22,83.0,92.0,248.0,351.0,294.0,0.0,0.0,0.0,0.0,0.0,1068.0,-157.0,911
